   1 	     4.1216 
   2 	     6.8815 
   3 	     9.5628 
   4 	    12.3259 
   5 	    15.2338 
   6 	    17.9468 
   7 	    20.7013 
   8 	    23.4496 
   9 	    26.1379 
  10 	    28.9926 
  11 	    31.7696 
  12 	    34.4157 
  13 	    37.3858 
  14 	    40.0941 
  15 	    42.8437 
  16 	    45.6016 
  17 	    48.4041 
  18 	    51.0887 
  19 	    53.8974 
  20 	    56.6853 
  21 	    59.4638 
  22 	    62.2022 
  23 	    64.9605 
  24 	    67.7243 
  25 	    70.5219 
