   1 	     2.7178 
   2 	     5.5128 
   3 	     8.3096 
   4 	    11.0885 
   5 	    13.7614 
   6 	    16.5668 
   7 	    19.3432 
   8 	    22.1314 
   9 	    24.9659 
  10 	    27.6630 
  11 	    30.4870 
  12 	    33.2410 
  13 	    35.9918 
  14 	    38.7225 
  15 	    41.5103 
  16 	    44.2208 
  17 	    47.0478 
  18 	    49.8577 
  19 	    52.5614 
  20 	    55.3395 
  21 	    58.0313 
  22 	    60.8813 
  23 	    63.6722 
  24 	    66.3901 
  25 	    69.1888 
